id,name,type,url,author_org_or_steward,category_or_domain,themes_tags,source_origin,source_detail,source_signal_count,expansion_status,review_status,public_use_status,suggested_toolkit_route,notes
E01302,X Article lead - 2037482545961742336,Article / social longform,http://x.com/i/article/2037482545961742336,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @synthesis_md: https://t.co/zgfQKNCqtX
E01303,X Article lead - 2038227046099214336,Article / social longform,http://x.com/i/article/2038227046099214336,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @etheconomiczone: https://t.co/T1730uZRFF
E01304,X Article lead - 2039415146863554560,Article / social longform,http://x.com/i/article/2039415146863554560,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @KMLLCW3: https://t.co/ikMNrTpfua
E01305,X Article lead - 2042284826888171520,Article / social longform,http://x.com/i/article/2042284826888171520,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @Crypto_Altruism: https://t.co/tGmw1o0Wlv
E01306,X Article lead - 2043975993853960193,Article / social longform,http://x.com/i/article/2043975993853960193,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @JoinEdgeCity: https://t.co/5rbjFDJbHQ
E01307,X Article lead - 2044075283112665088,Article / social longform,http://x.com/i/article/2044075283112665088,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @suno_finance: https://t.co/yEDJ4pG9fB
E01308,X Article lead - 2044318217494052865,Article / social longform,http://x.com/i/article/2044318217494052865,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @Snapcrackle: https://t.co/ztrFb4E3Jw
E01309,X Article lead - 2047285496112467968,Article / social longform,http://x.com/i/article/2047285496112467968,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @JoinEdgeCity: https://t.co/CuseMOsMZW
E01310,X Article lead - 2054512447411654656,Article / social longform,http://x.com/i/article/2054512447411654656,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @ladislaus0x: https://t.co/ZgrmK0xL9U
E01311,X Article lead - 2056505474695208960,Article / social longform,http://x.com/i/article/2056505474695208960,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @kennyistyping: https://t.co/pDKb5ki1CT
E01312,X Article lead - 2058853605004988416,Article / social longform,http://x.com/i/article/2058853605004988416,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @seer_pm: https://t.co/secWGT7Bo2
E01313,X Article lead - 2060105581072171009,Article / social longform,http://x.com/i/article/2060105581072171009,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @kennyistyping: https://t.co/jSrkAaCXxk
E01314,X Article lead - 2060348097738293253,Article / social longform,http://x.com/i/article/2060348097738293253,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @higrowfi: https://t.co/y143ynJeeq
E01315,X Article lead - 2060390400083496960,Article / social longform,http://x.com/i/article/2060390400083496960,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @trent_vanepps: https://t.co/GajUKQC8li
E01316,X Article lead - 2061141171511107584,Article / social longform,http://x.com/i/article/2061141171511107584,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @JoinEdgeCity: https://t.co/kLEwZcstkB
E01317,X Article lead - 2061996825691967488,Article / social longform,http://x.com/i/article/2061996825691967488,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @JoinEdgeCity: https://t.co/cBnk1CQ1dL
E01318,X Article lead - 2062126128483934208,Article / social longform,http://x.com/i/article/2062126128483934208,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @wmougayar: https://t.co/9hWQ3hd2iE
E01319,X Article lead - 2062883827601854464,Article / social longform,http://x.com/i/article/2062883827601854464,,Raw Leads / To Review,"twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @arkreen_network: https://t.co/mSYowhA9dK
E01334,Raw URL lead - akpress.org,Book / publication,https://www.akpress.org/emergent-strategy.html,,Raw Leads / To Review,"raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,2,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E01342,Raw URL lead - book.getfoundry.sh,Book / publication,https://book.getfoundry.sh/,,Raw Leads / To Review,"raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E01380,Raw URL lead - gitbook.com,Book / publication,https://www.gitbook.com/,,Raw Leads / To Review,"raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E01416,Raw URL lead - patternlanguage.com,Book / publication,https://www.patternlanguage.com/bookstore/a-pattern-language,,Raw Leads / To Review,"raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E01417,Raw URL lead - patternlanguage.com,Book / publication,https://www.patternlanguage.com/bookstore/the-timeless-way-of-building,,Raw Leads / To Review,"raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E01426,Raw URL lead - questbook.app,Book / publication,https://questbook.app/,,Raw Leads / To Review,"raw-url, preserve-not-lose",Raw URL preservation,Extracted from provided docs/texts,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Preserved from uploaded documents/text. Context:
E01493,RIFAI Sicilia Regenerative Residency,Article,https://paragraph.com/@regen-avocado/rifai-sicilia-regenerative-residency,Regen Avocado,"ReFi, Localism & Regenerative Crypto",bioregional,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01494,Sicily Bioregional Portfolio Business Plan,Article,https://paragraph.com/@regen-avocado/sicily-bioregional-portfolio-business-plan,Regen Avocado,"ReFi, Localism & Regenerative Crypto",bioregional,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01496,Biomimicry,Book,https://biomimicry.org/janine-benyus/,Janine Benyus,"Regeneration, Ecology & Design",biomimicry,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01497,Braiding Sweetgrass,Book,https://milkweed.org/book/braiding-sweetgrass,Robin Wall Kimmerer,"Regeneration, Ecology & Design","reciprocity, ecology",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01498,Designing Regenerative Cultures,Book,https://www.triarchypress.net/drc.html,Daniel Christian Wahl,"Regeneration, Ecology & Design",regenerative culture,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01499,Doughnut Economics,Book / framework,https://www.kateraworth.com/doughnut/,Kate Raworth,"Regeneration, Ecology & Design","post-growth, economics",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01501,Permaculture: A Designers’ Manual,Book,https://tagari.com/product/permaculture-a-designers-manual/,Bill Mollison,"Regeneration, Ecology & Design",permaculture,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01503,Regenerative Development and Design,Book,https://regenesisgroup.com/,Pamela Mang & Bill Reed,"Regeneration, Ecology & Design",regenerative design,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01508,Design Justice,Book,https://designjustice.mitpress.mit.edu/,Sasha Costanza-Chock,"Regeneration, Ecology & Design","justice, design",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01509,"Free, Fair and Alive",Book,https://freefairandalive.org/,David Bollier & Silke Helfrich,"Regeneration, Ecology & Design",commoning,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01511,Operating Manual for Spaceship Earth,Book,https://www.lars-mueller-publishers.com/operating-manual-for-spaceship-earth,Buckminster Fuller,"Regeneration, Ecology & Design",planetary systems,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01512,Regenerative Business,Book,https://carolsanford.com/books/the-regenerative-business/,Carol Sanford,"Regeneration, Ecology & Design",regenerative business,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01514,Sand Talk,Book,https://www.harpercollins.com/products/sand-talk-tyson-yunkaporta,Tyson Yunkaporta,"Regeneration, Ecology & Design",indigenous knowledge,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01515,The Hidden Architecture of Human Systems,Article,https://paragraph.com/@holonic-horizons/the-hidden-architecture-of-human-systems-how-complexity-organizes-itself-through-tensegrity,Holonic Horizons,"Regeneration, Ecology & Design","tensegrity, design",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01524,The Responsible Business,Book,https://carolsanford.com/books/the-responsible-business/,Carol Sanford,"Regeneration, Ecology & Design",business design,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01570,URL lead - carboncopy.news,Book / publication,https://carboncopy.news/features/interview-louise-borreani-pat-rawson-ecofrontiers-green-crypto-handbook-part-two/,,"Regeneration, Ecology & Localism","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,"Auto-extracted URL lead from Twitter archive. Context: RT @CC_ReFi_News: As promised, part 2 of @TrinityMorphy's interview with @LBorreani and @papa_raw!

https://t.co/EoeZj2TxlL"
E01595,X Article lead - 1932881598854168576,Article / social longform,http://x.com/i/article/1932881598854168576,,"Regeneration, Ecology & Localism","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @regen_network: https://t.co/MQc3CbUAA0
E01596,X Article lead - 2018353742354186240,Article / social longform,http://x.com/i/article/2018353742354186240,,"Regeneration, Ecology & Localism","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @RegenRene: https://t.co/R6ygbDSKOr
E01597,X Article lead - 2033935058961068033,Article / social longform,http://x.com/i/article/2033935058961068033,,"Regeneration, Ecology & Localism","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @localscale: https://t.co/EKjNSaWfWY
E01598,X Article lead - 2061437516650020864,Article / social longform,http://x.com/i/article/2061437516650020864,,"Regeneration, Ecology & Localism","twitter, url-lead",Twitter/X social signal,Expanded URL in uploaded tweets.js,1,resource_registry_v0_2,raw,list with caveat,Resource Registry,Auto-extracted URL lead from Twitter archive. Context: RT @localscale: https://t.co/eCo1CsZou2
E01616,Leverage Points,Essay,https://donellameadows.org/archives/leverage-points-places-to-intervene-in-a-system/,Donella Meadows,"Systems, Complexity & Sensemaking","leverage, intervention",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01617,The Web of Life,Book,https://www.penguinrandomhouse.com/books/24922/the-web-of-life-by-fritjof-capra/,Fritjof Capra,"Systems, Complexity & Sensemaking",living systems,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01618,Thinking in Systems,Book,https://www.chelseagreen.com/product/thinking-in-systems/,Donella Meadows,"Systems, Complexity & Sensemaking","systems, feedback",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01619,A Pattern Language,Book,https://www.patternlanguage.com/,Christopher Alexander,"Systems, Complexity & Sensemaking","patterns, design",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01620,Antifragile,Book,https://www.penguinrandomhouse.com/books/176227/antifragile-by-nassim-nicholas-taleb/,Nassim Taleb,"Systems, Complexity & Sensemaking",antifragility,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01621,Autopoiesis and Cognition,Book,https://link.springer.com/book/10.1007/978-94-009-8947-4,Maturana & Varela,"Systems, Complexity & Sensemaking","autopoiesis, cognition",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01623,Complexity: A Guided Tour,Book,https://global.oup.com/academic/product/complexity-9780199798100,Melanie Mitchell,"Systems, Complexity & Sensemaking","complexity, emergence",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01625,Mind and Nature,Book,https://www.hamptonpress.com/Merchant2/merchant.mvc?Screen=PROD&Product_Code=9781572734340,Gregory Bateson,"Systems, Complexity & Sensemaking","pattern, epistemology",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01626,Network Science,Book / open textbook,https://networksciencebook.com/,Albert-László Barabási,"Systems, Complexity & Sensemaking","networks, hubs",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01628,Seeing Like a State,Book,https://yalebooks.yale.edu/book/9780300246759/seeing-like-a-state/,James C. Scott,"Systems, Complexity & Sensemaking","legibility, control",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01629,Steps to an Ecology of Mind,Book,https://press.uchicago.edu/ucp/books/book/chicago/S/bo3620295.html,Gregory Bateson,"Systems, Complexity & Sensemaking","recursion, learning",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01631,The Mushroom at the End of the World,Book,https://press.princeton.edu/books/paperback/9780691178325/the-mushroom-at-the-end-of-the-world,Anna Tsing,"Systems, Complexity & Sensemaking","ecology, supply chains",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01632,The Tree of Knowledge,Book,https://www.shambhala.com/the-tree-of-knowledge-1220.html,Maturana & Varela,"Systems, Complexity & Sensemaking","cognition, living systems",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01636,Cosmopolitics,Book,https://www.upress.umn.edu/book-division/books/cosmopolitics-i,Isabelle Stengers,"Systems, Complexity & Sensemaking","plurality, epistemology",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01637,Power/Knowledge,Book,https://www.penguinrandomhouse.com/books/306950/powerknowledge-by-michel-foucault/,Michel Foucault,"Systems, Complexity & Sensemaking","power, knowledge",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01638,Reassembling the Social,Book,https://global.oup.com/academic/product/reassembling-the-social-9780199256051,Bruno Latour,"Systems, Complexity & Sensemaking",actor-network theory,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01639,The Art of Not Being Governed,Book,https://yalebooks.yale.edu/book/9780300169171/the-art-of-not-being-governed/,James C. Scott,"Systems, Complexity & Sensemaking",local autonomy,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01640,The Matter With Things,Book,https://channelmcgilchrist.com/the-matter-with-things/,Iain McGilchrist,"Systems, Complexity & Sensemaking","cognition, context",Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01641,The Rise of the Network Society,Book,https://www.wiley.com/en-us/The+Rise+of+the+Network+Society%2C+2nd+Edition-p-9781405196864,Manuel Castells,"Systems, Complexity & Sensemaking",network society,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01647,Ethereum Whitepaper,Whitepaper,https://ethereum.org/en/whitepaper/,Ethereum,"Web3, Ethereum & Mechanism Design",Ethereum,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01650,GreenPilled,Book / ecosystem,https://greenpill.network/,Kevin Owocki,"Web3, Ethereum & Mechanism Design",GreenPill,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01653,Quadratic Funding Paper,Paper,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3243656,"Buterin, Hitzig, Weyl","Web3, Ethereum & Mechanism Design",QF,Provided resource seed,Markdown resource table,,resource_registry_v0_2,raw,list with caveat,Resource Registry,
E01751,Bioregional Public-Goods Round Playbook,White-space / playbook need,Raw / no canonical link,Podcast synthesis / Greenpill strategy compass,Media Source Systems & Living Artifacts,"QF, RetroPGF, bioregion, playbook, Allo pattern language",White space: practical how-to for running a regen QF/RetroPGF round in a bioregion with retrospectives and capital-stack honesty.,Media source-system synthesis,,resource_registry_v0_2,raw,list with caveat,Resource Registry,Podcast-derived lead; inclusion is not endorsement.
B00287,GreenPilled: How Crypto Can Regenerate the World,Book,https://greenpill.network/#book,Kevin Owocki,,regenerative crypto; public goods,resource_seed; adjacent_expansion,manual adjacent expansion,,resource_seed; adjacent_expansion,raw; needs verification,list with caveat,Encyclopedia; Resource Graph,Greenpill / regenerative crypto foundational source
B00288,The Economics of Ecosystems and Biodiversity (TEEB),Report series,https://teebweb.org/,TEEB,,ecological economics; nature valuation,adjacent_expansion,manual adjacent expansion,,adjacent_expansion,raw; needs verification,list with caveat,Encyclopedia; Resource Graph,Nature valuation / ecological economics adjacent reference
B00289,The Dawn of Everything,Book,,David Graeber and David Wengrow,,anthropology; governance,adjacent_expansion,manual adjacent expansion,,adjacent_expansion,raw; needs verification,list with caveat,Encyclopedia; Resource Graph,Political anthropology / alternatives to state-market narratives
B00290,Team Topologies,Book,https://teamtopologies.com/,Matthew Skelton and Manuel Pais,,org design; DevOps,adjacent_expansion,manual adjacent expansion,,adjacent_expansion,raw; needs verification,list with caveat,Encyclopedia; Resource Graph,Operational team design / deployment layer relevance
B00291,Viable System Model,Framework/book family,,Stafford Beer,,cybernetics; organization design,adjacent_expansion,manual adjacent expansion,,adjacent_expansion,raw; needs verification,list with caveat,Encyclopedia; Resource Graph,Cybernetic organization design / recursion
B00292,Cradle to Cradle,Book,,William McDonough and Michael Braungart,,regenerative design; circular economy,adjacent_expansion,manual adjacent expansion,,adjacent_expansion,raw; needs verification,list with caveat,Encyclopedia; Resource Graph,Regenerative design / materials systems
B00293,Plurality: The Future of Collaborative Technology and Democracy,Book/online project,https://www.plurality.net/,"Glen Weyl, Audrey Tang, community",,plurality; democracy,resource_seed; adjacent_expansion,manual adjacent expansion,,resource_seed; adjacent_expansion,raw; needs verification,list with caveat,Encyclopedia; Resource Graph,Plurality / civic tech source
B00294,Funding the Commons Research,Talks/research archive,https://fundingthecommons.io/,Funding the Commons,,public goods funding,web_verified; adjacent_expansion,manual adjacent expansion,,web_verified; adjacent_expansion,raw; needs verification,list with caveat,Encyclopedia; Resource Graph,Public goods funding research corpus
